"R0",,,,,,,,,,,"R1",,,,,,,,,,"R2",,,,,,,,,,"R3",,,,,,,,,,"R4",,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]"
20,156.361,-26.582,165.449,-0.037159,0.117865,-0.00447099,0.000524398,0.000766271,0.00175646,0.00327486,156.009,-29.061,85.3469,-0.0769476,0.0380779,0.0117434,0.000417682,0.000634949,0.00149892,0.00245801,156.945,-28.0971,5.83591,-0.00631387,0.0146607,-0.169,0.000338821,0.000568765,0.00130379,0.00195546,154.629,-29.5001,-72.2965,0.0318316,-0.00267835,-0.0479124,0.000503534,0.000936339,0.00207421,0.00274543,7.06861,-15.6345,-0.00315229,0.000464559,-0.00195854,-0.000883733,0.000944487,0.000931436,0.00213702,0.00311366
21,156.361,-26.582,165.449,-0.12964,0.0968404,0.0734438,0.000516818,0.00075432,0.00173082,0.00322907,156.009,-29.061,85.3469,-0.124835,0.0324719,0.0979632,0.000398928,0.000605322,0.00142871,0.00234604,156.945,-28.0971,5.83591,-0.0091527,0.0188873,-0.0962463,0.000344937,0.000577011,0.0013219,0.00198678,154.629,-29.5001,-72.2965,0.0722218,0.0198546,0.0214434,0.000515918,0.000961863,0.00212904,0.00281689,7.06861,-15.6345,-0.00315229,0.00112032,-0.00504841,-0.00581734,0.000912011,0.000923084,0.00212093,0.0030865
22,156.361,-26.582,165.449,-0.0753308,0.0249545,0.0135245,0.000512889,0.000751184,0.00172266,0.00320032,156.009,-29.061,85.3469,-0.0980303,-0.0128053,0.053063,0.000388389,0.000594142,0.00140142,0.00228806,156.945,-28.0971,5.83591,-0.00928069,0.0100564,-0.136553,0.000326639,0.000548724,0.00125744,0.00188213,154.629,-29.5001,-72.2965,0.046239,0.0389234,-0.033904,0.000497291,0.000924528,0.00204728,0.0027113,7.06861,-15.6345,-0.00315229,0.00191106,0.00313872,0.00268225,0.000899307,0.000899462,0.00206638,0.00300651
23,156.361,-26.582,165.449,-0.112083,0.128455,0.0383119,0.000528741,0.000773101,0.00177231,0.00329714,156.009,-29.061,85.3469,-0.115569,0.0443389,0.0996005,0.000402239,0.000614566,0.00145063,0.00236825,156.945,-28.0971,5.83591,-0.0116272,0.0211836,-0.103628,0.000325661,0.00054784,0.00125613,0.00188658,154.629,-29.5001,-72.2965,0.0628603,0.00853793,-0.00507815,0.000494063,0.000921122,0.00203932,0.00269844,7.06861,-15.6345,-0.00315229,0.00139719,-0.00329317,-0.000767052,0.000894604,0.000899058,0.00206471,0.00300522
24,156.361,-26.582,165.449,-0.0214876,0.0440045,-0.0524031,0.000526116,0.000768642,0.00176191,0.0032803,156.009,-29.061,85.3469,-0.0676766,-0.0116736,0.0230186,0.000405022,0.000618068,0.00145819,0.00238547,156.945,-28.0971,5.83591,-0.0108931,0.00620674,-0.190044,0.000324374,0.000543441,0.00124621,0.00186963,154.629,-29.5001,-72.2965,0.0216507,0.0274061,-0.108342,0.000511785,0.00095322,0.00210905,0.0027962,7.06861,-15.6345,-0.00315229,0.000904133,-0.000590857,0.000776718,0.000906293,0.000913188,0.00209614,0.0030531
25,156.361,-26.582,165.449,-0.0505744,0.0609151,-0.0282602,0.000524923,0.000765738,0.00175418,0.00325767,156.009,-29.061,85.3469,-0.078483,-0.00346206,0.0666467,0.000402656,0.000614777,0.00145072,0.0023723,156.945,-28.0971,5.83591,-0.0143418,0.00896834,-0.164505,0.000333022,0.000559365,0.0012841,0.00192448,154.629,-29.5001,-72.2965,0.0333002,0.0261028,-0.0929641,0.000515856,0.000955396,0.00211662,0.00281362,7.06861,-15.6345,-0.00315229,0.000218478,-0.00585238,-0.00554121,0.000926489,0.000915882,0.00210219,0.00306127
26,156.361,-26.582,165.449,-0.160689,0.0819903,0.0818313,0.000525184,0.000764883,0.00175355,0.00326367,156.009,-29.061,85.3469,-0.129041,0.0130837,0.188596,0.000416773,0.000633914,0.00149594,0.00245499,156.945,-28.0971,5.83591,-0.016002,0.0349812,-0.0568271,0.000329541,0.000553457,0.00127055,0.00190277,154.629,-29.5001,-72.2965,0.0854458,0.0515046,0.000425516,0.000503091,0.000932617,0.00206579,0.00274204,7.06861,-15.6345,-0.00315229,0.00195296,0.000813728,7.25652e-05,0.000928804,0.000918448,0.00210826,0.00307201
27,156.361,-26.582,165.449,-0.12324,0.0342413,0.0412181,0.000518387,0.000756369,0.00173333,0.00322835,156.009,-29.061,85.3469,-0.104838,-0.021628,0.166286,0.00042523,0.000650437,0.00153524,0.00250527,156.945,-28.0971,5.83591,-0.0205095,0.0135989,-0.0934103,0.000339489,0.000571584,0.00131145,0.00196375,154.629,-29.5001,-72.2965,0.0639737,0.0422351,-0.0463859,0.000500625,0.000929914,0.00205939,0.00272964,7.06861,-15.6345,-0.00315229,0.00031636,-0.00625188,-0.00831981,0.000919531,0.00092616,0.0021278,0.00309395
28,156.361,-26.582,165.449,-0.030808,0.0685517,-0.0217866,0.000520955,0.000758606,0.00173951,0.00324548,156.009,-29.061,85.3469,-0.0514036,-0.00944668,0.118261,0.000424473,0.000647462,0.00152748,0.00250413,156.945,-28.0971,5.83591,-0.0211331,0.00782183,-0.142637,0.000376143,0.000631479,0.00144881,0.00216868,154.629,-29.5001,-72.2965,0.0215862,0.0123283,-0.108279,0.000501019,0.000930706,0.00205912,0.00273776,7.06861,-15.6345,-0.00315229,0.00113155,0.00129793,0.00466682,0.000918778,0.000924182,0.0021236,0.00308889
29,156.361,-26.582,165.449,-0.00801998,0.107564,-0.0337311,0.000530391,0.000772464,0.00177206,0.00330121,156.009,-29.061,85.3469,-0.0343643,0.0124081,0.112103,0.000405099,0.000618081,0.0014593,0.00237947,156.945,-28.0971,5.83591,-0.0237433,0.0109052,-0.153442,0.000345724,0.000579735,0.00132963,0.00199377,154.629,-29.5001,-72.2965,0.0125256,0.000872122,-0.11729,0.000505781,0.000935908,0.00207334,0.00275594,7.06861,-15.6345,-0.00315229,0.00089693,-0.00472676,-0.0010148,0.000928282,0.000921711,0.0021154,0.00308038
