"Work";"Test time";"Standard travel";"Standard force"
"Nmm";"s";"mm";"N"
0;0;0;-0.00321223
1.3434e-007;0.100027;-4.09354e-005;-0.00335128
1.34341e-007;0.210012;-4.09357e-005;-0.00344403
1.34341e-007;0.310049;-4.09357e-005;-0.00338955
-4.27684e-007;0.420034;0.00012264;-0.00348218
-4.19329e-006;0.53002;0.00122723;-0.00333591
-1.01785e-005;0.640005;0.00298676;-0.00346724
-1.72146e-005;0.740041;0.0050343;-0.00340549
-2.75358e-005;0.850027;0.00794015;-0.00369829
-3.48134e-005;0.920034;0.00998673;-0.00341362
-3.95533e-005;0.960012;0.011339;-0.00359649
-5.25043e-005;1.06005;0.0149821;-0.00351352
-6.90481e-005;1.17003;0.0195654;-0.00370556
-7.08737e-005;1.18004;0.0200575;-0.00371409
-8.83483e-005;1.28002;0.0248068;-0.00364471
-0.000107367;1.38;0.0301264;-0.00350559
-0.000109364;1.39;0.0306986;-0.00347483
-0.00012916;1.49004;0.0365122;-0.0033356
-0.000141708;1.55004;0.0401972;-0.0034746
-0.000153188;1.60003;0.0435122;-0.00345177
-0.000177576;1.7;0.0503481;-0.00368331
-0.000180289;1.71001;0.0511263;-0.00329039
-0.000206002;1.81005;0.0584124;-0.00376771
-0.000214966;1.84002;0.060789;-0.00377581
-0.000238045;1.92003;0.0669268;-0.00374434
-0.000252484;1.97002;0.0709399;-0.0034518
-0.00027098;2.03002;0.0761813;-0.00360588
-0.000290798;2.09002;0.0817851;-0.00346712
-0.000307322;2.14;0.0864123;-0.00367478
-0.000327596;2.2;0.0921458;-0.00339749
-0.000341268;2.24004;0.0960329;-0.00363687
-0.00036708;2.31005;0.103071;-0.00369814
-0.000381443;2.35003;0.107046;-0.00352839
-0.000404084;2.41002;0.113386;-0.0036141
-0.000422902;2.46001;0.118543;-0.003683
-0.000442429;2.51;0.123907;-0.0035986
-0.000463019;2.56005;0.129515;-0.00374499
-0.000480071;2.60003;0.134184;-0.00355902
-0.000510567;2.67003;0.14266;-0.00363663
-0.000519241;2.68999;0.145071;-0.00355938
-0.000560225;2.78002;0.156164;-0.00382958
-0.000599626;2.86004;0.166403;-0.00386708
-0.000614086;2.89;0.170164;-0.00382178
-0.000638665;2.93999;0.176512;-0.00392239
-0.000662224;2.99004;0.182981;-0.00336056
-0.000676023;3.02001;0.187033;-0.00345163
-0.000718137;3.10003;0.198408;-0.00395279
