"Work";"Test time";"Standard travel";"Standard force"
"Nmm";"s";"mm";"N"
0;9.53696e-009;-2.6148e-012;0.00342775
0;0.100037;-2.6148e-012;0.00348976
0;0.210022;-2.6148e-012;0.00367477
0;0.320007;-2.6148e-012;0.00380626
6.10672e-007;0.420044;0.000163743;0.00365266
5.2677e-006;0.530029;0.00143213;0.00369057
1.23625e-005;0.640015;0.00335664;0.00368256
2.05185e-005;0.740051;0.00556631;0.00369949
3.118e-005;0.850037;0.00851316;0.00353641
3.67225e-005;0.900024;0.0100276;0.00378317
4.42053e-005;0.960022;0.0120341;0.00367529
6.00816e-005;1.07001;0.0162093;0.00392973
7.70094e-005;1.17004;0.0204665;0.00402283
9.8247e-005;1.28003;0.02587;0.00383782
0.000116951;1.37006;0.0306575;0.0039761
0.000121406;1.39001;0.0318057;0.00378394
0.000146049;1.49005;0.0377833;0.00446098
0.000158569;1.54004;0.0408122;0.00380628
0.000174356;1.60004;0.0448214;0.00406878
0.000199967;1.69;0.0511691;0.00400059
0.000205564;1.71002;0.0525577;0.00406162
0.000237871;1.82001;0.060786;0.00379102
0.000240719;1.83002;0.061526;0.00390641
0.000268869;1.92004;0.0686061;0.00404553
0.000282435;1.96002;0.0719211;0.00413899
0.000307736;2.03003;0.0780627;0.00410001
0.000327063;2.08002;0.0826899;0.00425355
0.000350321;2.14001;0.0883319;0.00399129
0.00037031;2.19;0.0932033;0.0042154
0.000390856;2.24005;0.0979983;0.0043544
0.000416178;2.30005;0.10401;0.00406925
0.000437631;2.35004;0.109214;0.00417702
0.000458622;2.40002;0.114333;0.00402348
0.00048516;2.46002;0.120841;0.00413232
0.000502785;2.5;0.124976;0.00439181
0.000535689;2.57001;0.132994;0.00381531
0.000545214;2.59003;0.135413;0.00406136
0.000586156;2.67004;0.145072;0.00441631
0.000591151;2.68005;0.146262;0.00397762
0.000638928;2.77002;0.157515;0.00451358
0.00064419;2.78003;0.158744;0.00405391
0.000682803;2.85004;0.167708;0.00456074
0.000704456;2.89001;0.172789;0.00396183
0.000725354;2.93005;0.177825;0.00433859
0.000759611;2.99005;0.185637;0.00443116
0.000771824;3.01001;0.188468;0.00419846
0.000815095;3.08002;0.198577;0.00436249
0.000827137;3.10004;0.201277;0.00455514
0.000860308;3.15002;0.208647;0.00444642
0.000898513;3.21002;0.217284;0.00440094
0.00090519;3.22003;0.218795;0.00443932
0.000949546;3.29004;0.229155;0.00412294
0.000968017;3.32001;0.233451;0.00447771
0.00099508;3.36005;0.239264;0.00483248
0.00103925;3.42004;0.248801;0.00443169
0.00104656;3.43005;0.250525;0.00403878
0.001096;3.5;0.262023;0.00456156
0.00111828;3.53003;0.266936;0.00450864
0.00114047;3.56;0.272055;0.0041615
0.00118962;3.63;0.283599;0.0043539
0.00119666;3.64001;0.285239;0.00422325
0.00123751;3.70001;0.29486;0.0042698
0.00126809;3.74005;0.301894;0.00442477
0.00128458;3.76001;0.305579;0.00452395
0.00133282;3.82001;0.31639;0.00440069
0.00135675;3.85004;0.321875;0.00432344
0.00138037;3.88;0.327315;0.00436159
0.00142765;3.94;0.338408;0.0041618
0.00144232;3.96002;0.341933;0.00416147
0.00147243;4;0.348929;0.00444709
0.00152253;4.06;0.360274;0.00438546
0.0015311;4.07001;0.362273;0.00419282
0.00157226;4.12006;0.372061;0.00421642
0.00161471;4.17004;0.381888;0.00442397
0.0016237;4.18005;0.383963;0.00423132
0.00167484;4.24005;0.395888;0.00434672
0.0017075;4.28003;0.403334;0.00442397
0.00172418;4.30005;0.407187;0.00423872
0.0017681;4.35004;0.417624;0.00417673
0.00179572;4.38006;0.424053;0.00441626
0.00181461;4.40001;0.428341;0.00439241
0.00185933;4.45;0.438824;0.00414017
