"Work";"Test time";"Standard travel";"Standard force"
"Nmm";"s";"mm";"N"
0;9.53696e-009;0;-0.00959779
0;0.0300293;0;-0.00985957
-3.95559e-007;0.140015;4.09357e-005;-0.0094663
-3.95559e-007;0.240051;4.09357e-005;-0.00968223
-3.95559e-007;0.350037;4.09357e-005;-0.00975936
-5.17745e-006;0.460022;0.000531695;-0.00972837
-1.90024e-005;0.570007;0.00196459;-0.00956816
-3.75287e-005;0.670044;0.00384714;-0.0101139
-6.1608e-005;0.780029;0.00630381;-0.00948936
-9.06087e-005;0.890015;0.00933268;-0.00966016
-9.73097e-005;0.910034;0.0100289;-0.00959054
-0.000122816;0.990051;0.0126896;-0.00958184
-0.000163246;1.10004;0.0169468;-0.00941185
-0.000195912;1.18005;0.0204258;-0.00936726
-0.000209451;1.21002;0.0218582;-0.0095357
-0.000261087;1.32001;0.0273419;-0.00929699
-0.000291603;1.38;0.0306187;-0.00932846
-0.000312761;1.42004;0.0328694;-0.00947342
-0.000375506;1.53003;0.0395413;-0.00933513
-0.000387124;1.55005;0.0407696;-0.00958166
-0.000445051;1.64001;0.0468273;-0.00954351
-0.000485039;1.70001;0.0510464;-0.00941226
-0.000512235;1.74005;0.0539112;-0.00957397
-0.000583415;1.84003;0.0614033;-0.00942746
-0.000590328;1.85004;0.0621395;-0.00935069
-0.000673941;1.96002;0.07094;-0.0096511
-0.000681391;1.97003;0.0717182;-0.00949756
-0.000767639;2.07001;0.0807629;-0.00957397
-0.000783554;2.09003;0.0824414;-0.00938991
-0.000855686;2.17004;0.0901394;-0.00935045
-0.000882944;2.20001;0.0930424;-0.00942889
-0.000957067;2.28003;0.100863;-0.00952796
-0.000985528;2.31;0.103888;-0.0092893
-0.00106218;2.39001;0.112082;-0.00941947
-0.00108211;2.41003;0.11421;-0.00931183
-0.00116166;2.49005;0.122679;-0.00947395
-0.00118177;2.51001;0.124807;-0.00942007
-0.00127818;2.60004;0.135122;-0.00927374
-0.0013826;2.69;0.146139;-0.00968242
-0.00140544;2.71002;0.148512;-0.0095743
-0.00148947;2.78003;0.15727;-0.00961244
-0.00153817;2.82001;0.16239;-0.00941265
-0.00158557;2.86005;0.167463;-0.00927407
-0.00165754;2.92004;0.175116;-0.00953567
-0.00168105;2.94;0.177572;-0.00960529
-0.00178176;3.02002;0.188215;-0.00931978
-0.00179522;3.03003;0.18965;-0.00945044
-0.00187694;3.09003;0.198286;-0.0094738
-0.0019447;3.14001;0.205412;-0.00954366
-0.00198525;3.17004;0.209707;-0.00933623
-0.00208262;3.24005;0.219984;-0.00961351
-0.00218142;3.31;0.230299;-0.00954318
-0.00223552;3.35004;0.236029;-0.00934267
-0.00227734;3.38;0.240492;-0.00939703
-0.00238536;3.45001;0.251875;-0.00958157
-0.0024017;3.46002;0.253592;-0.00945091
-0.00249313;3.52002;0.263334;-0.00931943
-0.00257093;3.57001;0.271688;-0.00930464
-0.00260083;3.59003;0.274878;-0.00945008
-0.00271142;3.66003;0.286589;-0.00943571
-0.00272659;3.67004;0.288221;-0.00915152
-0.0028165;3.73004;0.29801;-0.00921923
