"Work";"Test time";"Standard travel";"Standard force"
"Nmm";"s";"mm";"N"
0;9.53651e-009;1.02318e-012;0.00186856
0;0.0999756;1.02318e-012;0.00215341
0;0.209961;1.02318e-012;0.00203015
0;0.309998;1.02318e-012;0.00197591
3.46583e-007;0.419983;0.000163577;0.00226166
2.80594e-006;0.529968;0.00130965;0.00203012
6.08193e-006;0.630005;0.00307014;0.00169157
1.00021e-005;0.73999;0.00532081;0.00179194
1.53568e-005;0.849976;0.0081866;0.00194507
1.94154e-005;0.919983;0.0102732;0.00194501
2.19896e-005;0.959961;0.0115836;0.00198411
2.95095e-005;1.06;0.0153086;0.00205335
3.89016e-005;1.16998;0.019934;0.00200782
3.9788e-005;1.17999;0.020344;0.0023149
5.03228e-005;1.27997;0.0252536;0.0019767
6.06244e-005;1.38;0.0305369;0.00192294
7.26814e-005;1.48999;0.0370028;0.00180647
7.98306e-005;1.54999;0.0407298;0.00202999
8.65679e-005;1.59998;0.0440867;0.00198397
0.000100717;1.69995;0.0509646;0.00213042
0.000102349;1.70996;0.051739;0.00208441
0.000116972;1.81;0.059067;0.00190655
0.000121141;1.83997;0.0613215;0.00179175
0.000133716;1.91998;0.0676234;0.00219921
0.000142448;1.96997;0.0716784;0.00210765
0.000153249;2.02997;0.076958;0.00198385
0.000164675;2.08997;0.0825236;0.00212226
0.000172582;2.13;0.0862086;0.00216911
0.000187937;2.19995;0.0929644;0.00237653
0.000196744;2.23999;0.0967677;0.00225482
0.000212259;2.31;0.10397;0.00205359
0.000220064;2.34998;0.107903;0.00191531
0.000233421;2.40997;0.11425;0.00229317
0.000245069;2.45996;0.119408;0.00222391
0.000256747;2.51001;0.124687;0.00220007
0.000269814;2.56;0.130455;0.00233075
0.000281088;2.59998;0.135086;0.002538
0.000300746;2.66998;0.143677;0.00203875
0.000305745;2.69;0.146057;0.0021613
0.000329847;2.77997;0.157227;0.0021543
0.00035243;2.85999;0.167382;0.00229353
0.000358481;2.88;0.16996;0.00239939
0.000376341;2.94;0.177536;0.00231547
0.000392038;2.98999;0.184044;0.00250859
0.000402188;3.01996;0.188179;0.00240082
0.000425358;3.08997;0.19825;0.00220055
0.000428735;3.09998;0.199684;0.00250763
0.000451984;3.16998;0.209625;0.00216979
0.000465758;3.20996;0.215485;0.00253171
0.000477701;3.23999;0.22007;0.00267763
0.000502748;3.31;0.230179;0.00227786
0.000526876;3.38;0.240494;0.0024004
0.000542432;3.41998;0.246842;0.00250084
0.000554768;3.44995;0.251915;0.00236184
0.000580817;3.51996;0.263298;0.00221509
0.000584604;3.52997;0.264931;0.00242395
0.000607888;3.58997;0.274918;0.00223894
0.000622736;3.63;0.281472;0.00229234
