"Work";"Test time";"Standard travel";"Standard force"
"Nmm";"s";"mm";"N"
0;0;0;-0.000710604
2.52956e-008;0.109985;-4.09357e-005;-0.000525263
2.52956e-008;0.210022;-4.09357e-005;-0.000887047
2.52956e-008;0.320007;-4.09357e-005;-0.00089573
-1.81276e-007;0.429993;0.000204491;-0.000787637
-1.35437e-006;0.539978;0.00155489;-0.000949762
-2.59391e-006;0.640015;0.00315134;-0.000603101
-4.2168e-006;0.75;0.00552456;-0.00076457
-6.58452e-006;0.859985;0.00847332;-0.000841341
-7.83024e-006;0.909973;0.0100698;-0.000719271
-8.74038e-006;0.960022;0.0117482;-0.000365219
-1.09242e-005;1.07001;0.0159234;-0.000680885
-1.46912e-005;1.16998;0.0201806;-0.00108879
-1.50945e-005;1.17999;0.0206308;-0.000703505
-1.97658e-005;1.28998;0.0260324;-0.00102609
-2.27123e-005;1.37;0.0302514;-0.000370673
-2.30754e-005;1.39001;0.0313958;-0.000263862
-2.56173e-005;1.5;0.0379037;-0.000517301
-2.74215e-005;1.53998;0.0404443;-0.000903062
-3.05889e-005;1.60999;0.0450258;-0.00047963
-3.36025e-005;1.69;0.0505952;-0.000602535
-3.43792e-005;1.71002;0.0521516;-0.000395588
-3.86213e-005;1.82001;0.0602159;-0.000656477
-3.91007e-005;1.83002;0.0610322;-0.000518195
-4.38179e-005;1.92999;0.0688104;-0.000694744
-4.55217e-005;1.96002;0.0713472;-0.00064849
-4.92981e-005;2.03998;0.0784311;-0.000417701
-5.1155e-005;2.08002;0.0820741;-0.00060176
-5.42766e-005;2.14001;0.0877237;-0.000503293
-5.62972e-005;2.19;0.0924691;-0.000348321
-5.83846e-005;2.25;0.0984048;-0.000354997
-5.99777e-005;2.29999;0.103318;-0.000293485
-6.27406e-005;2.35999;0.109544;-0.000594131
-6.51756e-005;2.40002;0.113801;-0.000549785
-6.83495e-005;2.46002;0.120019;-0.000471107
-7.10859e-005;2.5;0.124314;-0.000802986
-7.74073e-005;2.57001;0.13234;-0.00077223
-7.89775e-005;2.58997;0.134637;-0.000595323
-8.5456e-005;2.67999;0.145524;-0.000594787
-9.23165e-005;2.77002;0.156701;-0.000632814
-9.38189e-005;2.78998;0.159196;-0.00057163
-9.71879e-005;2.84998;0.166848;-0.000308893
-9.90065e-005;2.89001;0.171967;-0.000401571
-0.000101146;2.92999;0.177003;-0.000448301
-0.000105644;3;0.186173;-0.000532701
-0.000106267;3.01001;0.187562;-0.000363901
-0.000109954;3.08997;0.199029;-0.000279262
-0.000110969;3.10999;0.201852;-0.000439718
-0.000114695;3.15997;0.209054;-0.00059495
-0.000119615;3.21002;0.216462;-0.000733233
-0.00012163;3.22998;0.219331;-0.000671721
-0.000127185;3.29999;0.229608;-0.000409461
-0.000128936;3.32001;0.232552;-0.000779486
