"R0",,,,,,,,,,,"R1",,,,,,,,,,"R2",,,,,,,,,,"R3",,,,,,,,,,"R4",,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]"
20,155.006,-19.8161,165.837,-0.295185,-0.0648083,0.242861,0.000508027,0.000738951,0.00173866,0.00321669,154.411,-18.8896,85.8346,-0.16469,-0.00630188,0.129351,0.000389106,0.000594041,0.00143173,0.00234619,154.796,-18.553,6.03495,-0.00206236,0.0134856,0.249062,0.000317744,0.000530716,0.00124686,0.00184133,153.56,-21.0926,-71.9133,0.0582031,0.0202449,0.215711,0.000494231,0.000917532,0.00207963,0.00276288,5.06513,-15.1051,-0.00125831,0.00118971,-0.00184493,-0.00870665,0.000923046,0.000911832,0.00212892,0.00312619
21,155.006,-19.8161,165.837,-0.0953339,-0.031956,0.0611407,0.000521191,0.000760855,0.00178959,0.00330698,154.411,-18.8896,85.8346,-0.058069,-0.0041659,-0.0597787,0.000395908,0.000602951,0.0014542,0.00238455,154.796,-18.553,6.03495,0.00411715,-0.0114211,0.0612391,0.000307536,0.000512443,0.00120395,0.00177844,153.56,-21.0926,-71.9133,-0.0331128,-0.0295994,0.0325874,0.000499758,0.000930772,0.00210883,0.00278557,5.06513,-15.1051,-0.00125831,-0.000101316,-0.00105466,-0.00290965,0.000929279,0.0009254,0.00216006,0.00316534
22,155.006,-19.8161,165.837,-0.22968,0.0365815,0.183946,0.000529772,0.000772891,0.00181663,0.00336304,154.411,-18.8896,85.8346,-0.123405,0.0430822,0.0541325,0.000380008,0.000579378,0.00139661,0.00228655,154.796,-18.553,6.03495,0.00117517,0.0233281,0.178968,0.000308833,0.000513906,0.00120803,0.00178471,153.56,-21.0926,-71.9133,0.0285079,-0.0116728,0.1531,0.000497479,0.000925996,0.00209982,0.00277101,5.06513,-15.1051,-0.00125831,0.00145414,-0.00174018,-0.00456767,0.000897879,0.000913504,0.00213414,0.00312375
23,155.006,-19.8161,165.837,-0.117891,-0.0221342,0.0826974,0.000509061,0.000738936,0.00173722,0.00321985,154.411,-18.8896,85.8346,-0.0613344,0.00260736,-0.0495202,0.000390929,0.000595886,0.001437,0.00235449,154.796,-18.553,6.03495,0.0045237,0.00234028,0.0669546,0.000313592,0.000527244,0.00123778,0.00182469,153.56,-21.0926,-71.9133,-0.0213978,-0.0128866,0.0483796,0.000502156,0.000928327,0.00210442,0.00278834,5.06513,-15.1051,-0.00125831,0.000565601,-0.00085849,-0.00194945,0.000913019,0.000918264,0.00214542,0.003135
24,155.006,-19.8161,165.837,-0.0756171,0.0348119,0.0556617,0.000499127,0.000724036,0.00170278,0.0031586,154.411,-18.8896,85.8346,-0.0345887,0.0268096,-0.0789651,0.000388616,0.000594044,0.00143306,0.00233769,154.796,-18.553,6.03495,0.00565666,-0.00162111,0.0391903,0.000317757,0.000533288,0.00125142,0.00185155,153.56,-21.0926,-71.9133,-0.0370012,-0.0507904,0.0197907,0.000500143,0.000927572,0.00210132,0.00278292,5.06513,-15.1051,-0.00125831,0.000929076,0.00183955,0.00333915,0.000902901,0.000906724,0.00212023,0.00310197
25,155.006,-19.8161,165.837,-0.160322,0.00505876,0.127725,0.000495792,0.000721081,0.00169525,0.00314308,154.411,-18.8896,85.8346,-0.0725995,0.0158591,-0.00457225,0.000392405,0.000598333,0.00144276,0.00236285,154.796,-18.553,6.03495,0.00264257,0.000883402,0.107037,0.000308965,0.000516574,0.00121307,0.00179621,153.56,-21.0926,-71.9133,0.00157018,-0.0274865,0.0965998,0.000483922,0.000896128,0.0020318,0.00269507,5.06513,-15.1051,-0.00125831,0.000182753,-0.000987653,-0.00162473,0.000929367,0.000927631,0.00216789,0.00317637
26,155.006,-19.8161,165.837,-0.192645,0.12376,0.172209,0.000504624,0.000734026,0.00172551,0.00319586,154.411,-18.8896,85.8346,-0.0827107,0.0824419,0.0354972,0.000394074,0.000599254,0.00144463,0.0023657,154.796,-18.553,6.03495,0.00341781,0.0183226,0.148521,0.000316296,0.00053112,0.00124697,0.00184454,153.56,-21.0926,-71.9133,0.0209701,-0.0624351,0.140317,0.000472911,0.000876924,0.00198868,0.00263665,5.06513,-15.1051,-0.00125831,0.00115953,-0.00373643,-0.00466636,0.000900196,0.000907586,0.00211956,0.00310638
27,155.006,-19.8161,165.837,-0.213824,-0.0274859,0.195265,0.000502062,0.000732586,0.00172151,0.00318747,154.411,-18.8896,85.8346,-0.0888048,0.00391968,0.0627871,0.000396503,0.000602695,0.0014531,0.00238592,154.796,-18.553,6.03495,0.00426653,0.00232655,0.167994,0.000323033,0.000540687,0.00126989,0.00188319,153.56,-21.0926,-71.9133,0.0348173,-0.0101321,0.160932,0.000489664,0.000907158,0.00205715,0.00272542,5.06513,-15.1051,-0.00125831,0.000353073,-0.00116391,-0.00379521,0.000900211,0.000908777,0.00212269,0.00311458
28,155.006,-19.8161,165.837,-0.32623,0.00174302,0.308897,0.000503852,0.000734303,0.00172707,0.00319991,154.411,-18.8896,85.8346,-0.142388,0.02939,0.176863,0.000392507,0.000599008,0.00144419,0.0023611,154.796,-18.553,6.03495,0.00401462,0.0227294,0.281403,0.000317269,0.000531662,0.00124755,0.00184282,153.56,-21.0926,-71.9133,0.0928687,0.00500794,0.279837,0.000494882,0.000917343,0.00208042,0.00275452,5.06513,-15.1051,-0.00125831,0.00106104,-0.00167947,-0.00614868,0.000908033,0.000911318,0.00212868,0.00312193
29,155.006,-19.8161,165.837,-0.150109,0.00963351,0.167802,0.000513224,0.000748457,0.00176044,0.00326386,154.411,-18.8896,85.8346,-0.0485693,0.0220491,0.0373976,0.000455237,0.000686826,0.00165767,0.00273224,154.796,-18.553,6.03495,0.0136213,-2.43673e-05,0.126757,0.000370004,0.000619825,0.0014551,0.00215478,153.56,-21.0926,-71.9133,0.0236326,-0.0319854,0.12892,0.000522683,0.000967961,0.00219354,0.00290737,5.06513,-15.1051,-0.00125831,0.000346424,0.000679796,-0.000535261,0.000898902,0.0009282,0.00217068,0.00317351
